year	pid	full_name	first_name	affiliation
2018	9045210	Jennifer Marie Cyr	Jennifer	University of Arizona
2019	10112824	Jennifer Marie Cyr	Jennifer	University of Arizona
2021	13334366	Jennifer Marie Haas	Jennifer	
2017	7930536	Jennifer McCoy	Jennifer	Georgia State University
2018	9045709	Jennifer McCoy	Jennifer	Georgia State University
2019	10098894	Jennifer McCoy	Jennifer	Georgia State University
2020	11308935	Jennifer McCoy	Jennifer	Georgia State University
2021	13097432	Jennifer McCoy	Jennifer	Georgia State University
2019	10042817	Jennifer Mitzen	Jennifer	Ohio State University
2021	13398162	Jennifer N Allen	Jennifer	Massachusetts Institute of Technology
2018	8982123	Jennifer N. Brass	Jennifer	Indiana University, Bloomington
2021	13092384	Jennifer N. Brass	Jennifer	Indiana University, Bloomington
2017	7957620	Jennifer Nedelsky	Jennifer	University of Toronto
2018	9021717	Jennifer Nedelsky	Jennifer	York University
2019	10110182	Jennifer Nedelsky	Jennifer	York University
2015	5647983	Jennifer Nicoll Victor	Jennifer	George Mason University
2016	6861576	Jennifer Nicoll Victor	Jennifer	George Mason University
2017	7912631	Jennifer Nicoll Victor	Jennifer	George Mason University
2018	8945326	Jennifer Nicoll Victor	Jennifer	George Mason University
2019	10114977	Jennifer Nicoll Victor	Jennifer	George Mason University
2020	11284081	Jennifer Nicoll Victor	Jennifer	George Mason University
2020	11191735	Jennifer Noveck	Jennifer	
2018	8954260	Jennifer Oser	Jennifer	Ben-Gurion University
2019	10110348	Jennifer Oser	Jennifer	Ben-Gurion University
2020	11280122	Jennifer Oser	Jennifer	Ben-Gurion University
2021	13108637	Jennifer Oser	Jennifer	Ben-Gurion University
2019	10112290	Jennifer Page	Jennifer	University of Zurich
2016	6945098	Jennifer Pan	Jennifer	Stanford University
2018	9041322	Jennifer Pan	Jennifer	Stanford University
2019	10108351	Jennifer Pan	Jennifer	Stanford University
2020	11278439	Jennifer Pan	Jennifer	Stanford University
2021	13072519	Jennifer Pan	Jennifer	Stanford University
2015	5605453	Jennifer Pitts	Jennifer	University of Chicago
2017	7902415	Jennifer Pitts	Jennifer	University of Chicago
2018	9042016	Jennifer Pitts	Jennifer	University of Chicago
2019	10118313	Jennifer Pitts	Jennifer	University of Chicago
2020	11286997	Jennifer Pitts	Jennifer	University of Chicago
2021	13095723	Jennifer Prah Ruger	Jennifer	Perelman School of Medicine at the University of Pennsylvania
2015	5606246	Jennifer Pribble	Jennifer	University of Richmond
2018	9042078	Jennifer Pribble	Jennifer	University of Richmond
2019	10116521	Jennifer Pribble	Jennifer	University of Richmond
2020	11308999	Jennifer Pribble	Jennifer	University of Richmond
2021	13105422	Jennifer Pribble	Jennifer	University of Richmond
2018	8993056	Jennifer R. Mercieca	Jennifer	Texas A&M University
2018	9008979	Jennifer Raymond Dresden	Jennifer	Georgetown University
2019	10108326	Jennifer Raymond Dresden	Jennifer	Georgetown University
2021	13377504	Jennifer Renee Daniels	Jennifer	University of Delaware
2019	10095851	Jennifer Rogla	Jennifer	University of Southern California
2015	5650102	Jennifer Seelig	Jennifer	
2016	6859415	Jennifer Segal Diascro	Jennifer	University of California, Washington DC (UCDC)
2018	9009637	Jennifer Smith Holmes	Jennifer	University of Texas at Dallas
2018	9047239	Jennifer Spindel	Jennifer	University of Oklahoma
2019	10130484	Jennifer Spindel	Jennifer	University of Oklahoma
2020	11298678	Jennifer Spindel	Jennifer	University of New Hampshire
2021	13107229	Jennifer Spindel	Jennifer	University of New Hampshire
2018	8955480	Jennifer Stromer-Galley	Jennifer	Syracuse University
2019	10116446	Jennifer Stromer-Galley	Jennifer	Syracuse University
2020	11303860	Jennifer Stromer-Galley	Jennifer	Syracuse University
2016	6891986	Jennifer Widner	Jennifer	Princeton University
2016	6861736	Jennifer Wolak	Jennifer	University of Colorado, Boulder
2017	7885693	Jennifer Wolak	Jennifer	University of Colorado, Boulder
2018	9010553	Jennifer Wolak	Jennifer	University of Colorado, Boulder
2019	10130317	Jennifer Wolak	Jennifer	University of Colorado, Boulder
2020	11309592	Jennifer Wolak	Jennifer	University of Colorado, Boulder
2021	13105501	Jennifer Wolak	Jennifer	University of Colorado, Boulder
2016	6865160	Jennifer Woodward	Jennifer	Middle Tennessee State University
2019	10109054	Jennifer Woodward	Jennifer	Middle Tennessee State University
2019	10109115	Jennifer Wu	Jennifer	
2021	13073110	Jennifer Wu	Jennifer	
2018	9008165	Jenny Guardado	Jenny	Georgetown University
2019	10116602	Jenny Guardado	Jenny	Georgetown University
2020	11285531	Jenny Guardado	Jenny	Georgetown University
2021	13078813	Jenny Guardado	Jenny	Georgetown University
2021	13002638	Jenny Jun	Jenny	Columbia University
2020	12276145	Jenny Mavropoulou	Jenny	Panteion University of Social and Political Sciences
2021	13239572	Jenny Wenquan Xiao	Jenny	Columbia University
2019	10234144	Jens Adriaan Van der Ploeg	Jens	University of Copenhagen
2016	6862574	Jens Hainmueller	Jens	Stanford University
2017	7913709	Jens Hainmueller	Jens	Stanford University
2018	9008694	Jens Hainmueller	Jens	Stanford University
2019	10105851	Jens Olav Dahlgaard	Jens Olav	Copenhagen Business School
2021	13094963	Jens Olav Dahlgaard	Jens Olav	Copenhagen Business School
2019	10228091	Jens Wäckerle	Jens	University of Cologne
2021	13091791	Jens Wäckerle	Jens	University of Cologne
2018	9310235	Jeong Hwan Bae	Jeong Hwan	
2019	10130334	Jeong Hyun Kim	Jeong Hyun	Louisiana State University
2020	11298575	Jeong Hyun Kim	Jeong Hyun	Louisiana State University
2021	13087866	Jeong Hyun Kim	Jeong Hyun	Louisiana State University
2019	10110665	Jeonghyeon Kim	Jeonghyeon	University of Nebraska-Lincoln
2018	9044121	Jeongseok Lee	Jeongseok	Woodrow Wilson School
2017	7880702	Jered B. Carr	Jered	University of Illinois at Chicago
2019	10235068	Jeremiah Bohr	Jeremiah	University of Wisconsin Oshkosh
2018	9006978	Jeremiah Castle	Jeremiah	Central Michigan University
2021	13093096	Jeremiah Castle	Jeremiah	Metropolitan State University of Denver
2016	6865200	Jeremiah Garretson	Jeremiah	CAL State - East Bay
2018	9007020	Jeremiah Garretson	Jeremiah	Cal State - East Bay
2020	11191085	Jeremiah Garretson	Jeremiah	Cal State - East Bay
2020	12707918	Jérémie Barthas	Jérémie	CNRS
2019	10066780	Jeremie Cornut	Jeremie	Simon Fraser University
2019	10234716	Jeremie Poltier	Jeremie	University of Geneva
2015	5713244	Jeremy A Rabkin	Jeremy	George Mason School of Law
2018	8957776	Jeremy A Rabkin	Jeremy	George Mason School of Law
2018	8993851	Jeremy Bowles	Jeremy	Harvard University
2019	10110611	Jeremy Bowles	Jeremy	Harvard University
2020	11280378	Jeremy Bowles	Jeremy	Harvard University
2021	13074193	Jeremy Bowles	Jeremy	Harvard University
2019	10066776	Jeremy Buchman	Jeremy	Long Island University
2018	8980173	Jeremy C. Pope	Jeremy	Brigham Young University
2019	10118283	Jeremy C. Pope	Jeremy	Brigham Young University
2021	13080046	Jeremy C. Pope	Jeremy	Brigham Young University
2020	12867486	Jeremy Carl	Jeremy	Claremont Institute
2016	6898400	Jeremy D. Bailey	Jeremy	University of Houston
2018	8993236	Jeremy D. Bailey	Jeremy	University of Houston
2019	10011687	Jeremy D. Bailey	Jeremy	University of Houston
2020	11188074	Jeremy D. Bailey	Jeremy	University of Houston
2021	13000869	Jeremy D. Bailey	Jeremy	University of Houston
2019	10056899	Jeremy D. Darrington	Jeremy	Princeton University
2018	9007012	Jeremy Ferwerda	Jeremy	Dartmouth College
2020	11239781	Jeremy Ferwerda	Jeremy	Dartmouth College
2021	13108290	Jeremy Ferwerda	Jeremy	Dartmouth College
2018	8958081	Jeremy Gelman	Jeremy	University of Nevada, Reno
2019	10026812	Jeremy Gelman	Jeremy	University of Nevada, Reno
2020	11201770	Jeremy Gelman	Jeremy	University of Nevada, Reno
2021	13108595	Jeremy Gelman	Jeremy	University of Nevada, Reno
2020	11241296	Jeremy Graham	Jeremy	University of Notre Dame
2018	9007004	Jeremy Horowitz	Jeremy	Dartmouth College
2019	10012272	Jeremy Horowitz	Jeremy	Dartmouth College
2018	9007003	Jeremy J. Mhire	Jeremy	Louisiana Tech University
2019	10118990	Jeremy J. Mhire	Jeremy	Louisiana Tech University
2020	12267709	Jeremy Knapp	Jeremy	Pacific Lutheran University
2018	8949025	Jeremy L Shermak	Jeremy	University of Texas at Austin
2019	10019274	Jeremy L. Shermak	Jeremy	University of Texas at Austin
2015	5645607	Jeremy L. Wallace	Jeremy	Cornell University
2017	7875907	Jeremy L. Wallace	Jeremy	Cornell University
2019	10082120	Jeremy L. Wallace	Jeremy	Cornell University
2020	11303144	Jeremy L. Wallace	Jeremy	Cornell University
2021	13092058	Jeremy L. Wallace	Jeremy	Cornell University
2020	12278243	Jeremy Levy	Jeremy	Northwestern University
2021	13106111	Jeremy Levy	Jeremy	Northwestern University
2018	8955513	Jeremy M. Teigen	Jeremy	Ramapo College
2017	7918842	Jeremy M. Weinstein	Jeremy	Stanford University
2018	8945654	Jeremy M. Weinstein	Jeremy	Stanford University
2019	10109797	Jeremy M. Weinstein	Jeremy	Stanford University
2020	11310388	Jeremy M. Weinstein	Jeremy	Stanford University
2019	10110604	Jeremy Martin Ladd	Jeremy	Penn State University
2021	13089692	Jeremy Martin Ladd	Jeremy	The Pennylvania State University
2019	10055928	Jeremy Matthew Berkowitz	Jeremy	Binghamton University
2021	13016018	Jeremy Matthew Berkowitz	Jeremy	Prairie View A&M University
2016	6863800	Jeremy Menchik	Jeremy	Boston University
2018	8993145	Jeremy Menchik	Jeremy	Boston University
2019	10114107	Jeremy Menchik	Jeremy	Boston University
2021	13009799	Jeremy Menchik	Jeremy	Boston University
2018	9007000	Jeremy Pressman	Jeremy	University of Connecticut
2021	13397565	Jeremy Reid	Jeremy	San Francisco State University
2015	5659805	Jeremy Seth Geddert	Jeremy	Assumption College
2017	7906904	Jeremy Seth Geddert	Jeremy	Assumption College
2018	9021482	Jeremy Seth Geddert	Jeremy	Assumption College
2019	10113874	Jeremy Seth Geddert	Jeremy	Assumption College
2020	11283190	Jeremy Seth Geddert	Jeremy	Assumption College
2020	11267893	Jeremy Shiffman	Jeremy	
2018	9042794	Jeremy Spater	Jeremy	Duke University
2019	10118123	Jeremy Spater	Jeremy	Duke University
2020	11286834	Jeremy Spater	Jeremy	Princeton University
2020	11252701	Jeremy Speight	Jeremy	University of Alaska-Fairbanks
2019	10023764	Jeremy Springman	Jeremy	University of Pennsylvania
2020	11309755	Jeremy Springman	Jeremy	Duke University
2021	13098137	Jeremy Springman	Jeremy	Duke University
2016	6859025	Jeremy Waldron	Jeremy	New York University
2019	10066749	Jeremy Waldron	Jeremy	New York University
2018	9006960	Jeroen van der Waal	Jeroen	Erasmus University Rotterdam
2019	10066719	Jeroen van der Waal	Jeroen	Erasmus University Rotterdam
2021	13097588	Jeroen van der Waal	Jeroen	Erasmus University Rotterdam
2021	13277466	Jerome Braun	Jerome	Loyola University, Chicago
2016	6865270	Jerome C. Foss	Jerome	Saint Vincent College
2017	7938219	Jerome C. Foss	Jerome	Saint Vincent College
2018	9006953	Jerome C. Foss	Jerome	Saint Vincent College
2019	10112538	Jerome C. Foss	Jerome	Saint Vincent College
2019	10026235	Jérôme Couture	Jérôme	Université Laval
2021	13032938	Jerome Doyon	Jerome	
2019	10130131	Jerome F Marston Marston	Jerome	Brown University
2019	10110472	Jerome Schafer	Jerome	Yale University
2015	5646215	Jeronimo Cortina	Jeronimo	University of Houston
2020	11230190	Jeronimo Cortina	Jeronimo	University of Houston
2015	5660972	Jerry D. Thomas	Jerry	University of Wisconsin Oshkosh
2016	6874336	Jerry L. Martin	Jerry	University of Colorado at Boulder
2017	7915314	Jerry L. Martin	Jerry	University of Colorado at Boulder
2018	9006838	Jerry L. Martin	Jerry	University of Colorado at Boulder
2019	10116526	Jerry L. Martin	Jerry	University of Colorado at Boulder
2020	11285445	Jerry L. Martin	Jerry	University of Colorado at Boulder
2018	8995576	Jerry Lavery	Jerry	Consortium for Elections and Political Processes Strengthening (CEPPS)
2020	12278190	Jerry Michael Stott	Jerry	University of Utah
2021	13103764	Jerry Michael Stott	Jerry	University of Utah
2019	10232570	Jerry Price	Jerry	Chapman University
2021	13381817	Jerry Urtuzuastigui	Jerry	Indiana University - Bloomington
2019	10015603	Jerzy Wiatr	Jerzy	European School of Law and Administration
2021	13366354	Jesper Rasmussen	Jesper	
2020	12278099	Jess Heaney	Jess	Critical Resistance
2018	9006730	Jesse Acevedo	Jesse	University of Denver
2015	5778297	Jesse Choper	Jesse	University of California
2020	11281541	Jesse Clark	Jesse	Massachusetts Institute of Technology
2021	13075244	Jesse Clark	Jesse	Massachusetts Institute of Technology
2019	10012688	Jesse Dillon-Savage	Jesse	Trinity College Dublin
2017	7887439	Jesse Driscoll	Jesse	University of California, San Diego
2019	10089814	Jesse Driscoll	Jesse	University of California, San Diego
2020	11305547	Jesse Driscoll	Jesse	University of California, San Diego
2021	13094284	Jesse Driscoll	Jesse	University of California, San Diego
2018	9042116	Jesse H. Rhodes	Jesse	University of Massachusetts, Amherst
2019	10095826	Jesse H. Rhodes	Jesse	University of Massachusetts, Amherst
2020	11309130	Jesse H. Rhodes	Jesse	University of Massachusetts, Amherst
2021	13793585	Jesse Horton Sowell	Jesse	Texas A&M University
2018	9312148	Jesse Lopez	Jesse	Duke University
2019	10114588	Jesse Lopez	Jesse	Duke University
2017	7861432	Jesse M. Crosson	Jesse	University of Michigan
2018	9006655	Jesse M. Crosson	Jesse	University of Michigan
2019	10066481	Jesse M. Crosson	Jesse	Princeton University and Trinity University
2020	11304534	Jesse M. Crosson	Jesse	Trinity University
2021	13107723	Jesse M. Crosson	Jesse	Trinity University
2020	11269445	Jesse Merriam	Jesse	Patrick Henry College
2021	13108391	Jesse Merriam	Jesse	Patrick Henry College
2020	11311775	Jesse Turiel	Jesse	Harvard Kennedy School
2018	8971189	Jesse Yoder	Jesse	Stanford University
2019	10012661	Jesse Yoder	Jesse	Stanford University
2020	11188921	Jesse Yoder	Jesse	Stanford University
2018	9006665	Jessica Alexis Jolicoeur Rich	Jessica	Marquette University
2016	7096352	Jessica Baldwin-Philippi	Jessica	Fordham University
2017	7932772	Jessica Baldwin-Philippi	Jessica	Fordham University
2018	9041981	Jessica Baldwin-Philippi	Jessica	Fordham University
2019	10110938	Jessica Baldwin-Philippi	Jessica	Fordham University
2020	11280636	Jessica Baldwin-Philippi	Jessica	Fordham University
2021	13074440	Jessica Baldwin-Philippi	Jessica	Fordham University
2017	7913046	Jessica Blatt	Jessica	Marymount Manhattan College
2018	8993555	Jessica Blatt	Jessica	Marymount Manhattan College
2019	10055870	Jessica Blatt	Jessica	Marymount Manhattan College
2021	13032576	Jessica Bussell Felder	Jessica	Purdue University
2015	5650874	Jessica C. Teets	Jessica	Middlebury College
2018	8995018	Jessica C. Teets	Jessica	Middlebury College
2020	11281790	Jessica C. Teets	Jessica	Middlebury College
2019	10056827	Jessica Chen Weiss	Jessica	Cornell University
2020	11303148	Jessica Chen Weiss	Jessica	Cornell University
2021	13092059	Jessica Chen Weiss	Jessica	Cornell University
2021	13040123	Jessica Creighton	Jessica	Harvard University
2018	9006669	Jessica Cristina Smith	Jessica	Birkbeck College, University of London
2019	10024923	Jessica D Blankshain	Jessica	Naval War College
2021	13101712	Jessica D Blankshain	Jessica	Naval War College
2018	8994786	Jessica Defenderfer	Jessica	Bloomsburg University of Pennsylvania
2019	10057410	Jessica Di Salvatore	Jessica	University of Warwick
2019	10112655	Jessica E. Andersson-Hudson	Jessica	Mount Allison University
2018	9006618	Jessica E. Boscarino	Jessica	Marist College
2018	9007707	Jessica E. Stern	Jessica	Boston University
2018	9006628	Jessica Edry	Jessica	Rice University
2019	10066429	Jessica Edry	Jessica	Rice University
2021	13098740	Jessica Elizabeth Neafie	Jessica	Nazarbayev University
2017	8571255	Jessica Gallucci	Jessica	Chabot College
2019	10143427	Jessica Genauer	Jessica	Australian National University
2018	9009025	Jessica Gottlieb	Jessica	Texas A&M University
2019	10109800	Jessica Gottlieb	Jessica	Texas A&M University
2020	11305923	Jessica Gottlieb	Jessica	Texas A&M University
2021	13094627	Jessica Gottlieb	Jessica	Texas A&M University
2016	6872107	Jessica Green	Jessica	New York University
2018	9006694	Jessica Green	Jessica	University of Toronto
2019	10108361	Jessica Green	Jessica	University of Toronto
2020	11308834	Jessica Green	Jessica	University of Toronto
2018	9009487	Jessica Hejny	Jessica	Amherst College
2019	10114761	Jessica Hejny	Jessica	Middle Tennessee State University
2021	13077403	Jessica Hejny	Jessica	APD
2021	13398887	Jessica Hickle	Jessica	
2016	6865533	Jessica J. Price	Jessica	Tulane University
2018	8986445	Jessica J. Price	Jessica	College of Charleston
2020	11188606	Jessica J. Price	Jessica	University of the Fraser Valley
2019	10011571	Jessica James	Jessica	The George Washington University
2015	5662501	Jessica L. Lavariega Monforti	Jessica	Pace University
2016	6861321	Jessica L. Lavariega Monforti	Jessica	Pace University
2017	7932799	Jessica L. Lavariega Monforti	Jessica	California Lutheran University
2018	9043916	Jessica L. Lavariega Monforti	Jessica	California Lutheran University
2019	10108601	Jessica L. Lavariega Monforti	Jessica	California Lutheran University
2020	11309214	Jessica L. Lavariega Monforti	Jessica	California Lutheran University
2021	13103133	Jessica L. Lavariega Monforti	Jessica	California Lutheran University
2015	5643555	Jessica L. P. Weeks	Jessica	University of Wisconsin-Madison
2018	8945682	Jessica L. P. Weeks	Jessica	University of Wisconsin-Madison
2019	10011560	Jessica L. P. Weeks	Jessica	University of Wisconsin-Madison
2020	11306174	Jessica L. P. Weeks	Jessica	University of Wisconsin-Madison
2021	13094871	Jessica L. P. Weeks	Jessica	University of Wisconsin-Madison
2019	10234195	Jessica Liao	Jessica	North Carolina State University
2015	5663030	Jessica Luce Trounstine	Jessica	University of California, Merced
2017	7858666	Jessica Luce Trounstine	Jessica	University of California, Merced
2018	8956314	Jessica Luce Trounstine	Jessica	University of California, Merced
2019	10116622	Jessica Luce Trounstine	Jessica	University of California, Merced
2020	11300847	Jessica Luce Trounstine	Jessica	University of California, Merced
2021	13089968	Jessica Luce Trounstine	Jessica	University of California, Merced
2019	10064816	Jessica Lyne Kehler	Jessica	Temple University
2018	9007682	Jessica Lynn Stewart	Jessica	University of California, Los Angeles
2021	13099371	Jessica Lynn Stewart	Jessica	Emory University
2021	13375038	Jéssica Machado Farias	Jéssica	University of Brasília
2019	10066502	Jessica Mahlbacher	Jessica	Graduate Center, City University of New York
2015	5654883	Jessica Maves Braithwaite	Jessica	University of Arizona
2017	7923044	Jessica Maves Braithwaite	Jessica	University of Arizona
2018	8993874	Jessica Maves Braithwaite	Jessica	University of Arizona
2019	10112592	Jessica Maves Braithwaite	Jessica	University of Arizona
2020	12274728	Jessica Maves Braithwaite	Jessica	University of Arizona
2020	11282068	Jessica Maves Braithwaite	Jessica	University of Arizona
2021	13075751	Jessica Maves Braithwaite	Jessica	University of Arizona
2021	13104765	Jessica Maves Braithwaite	Jessica	University of Arizona
2018	9008222	Jessica Mecellem	Jessica	Sewanee: The University of the South
2019	10236531	Jessica Ng	Jessica	London School of Economics and Political Science
2019	10066480	Jessica Parsons	Jessica	Florida State University
2017	7921926	Jessica Piombo	Jessica	Naval Postgraduate School
2018	9040166	Jessica Piombo	Jessica	Naval Postgraduate School
2020	11301741	Jessica Piombo	Jessica	Naval Postgraduate School
2019	10117451	Jessica Renee Collier	Jessica	University of Texas at Austin
2019	10117736	Jessica Rich	Jessica	Marquette University
2020	11309011	Jessica Rich	Jessica	Marquette University
2021	13107967	Jessica Rich	Jessica	Marquette University
2016	6865336	Jessica Robinson Preece	Jessica	Brigham Young University
2017	7935472	Jessica Robinson Preece	Jessica	Brigham Young University
2018	9007695	Jessica Robinson Preece	Jessica	Brigham Young University
2019	10110109	Jessica Robinson Preece	Jessica	Brigham Young University
2020	11309394	Jessica Robinson Preece	Jessica	Brigham Young University
2021	13097813	Jessica Robinson Preece	Jessica	Brigham Young University
2019	10111129	Jessica Schoenherr	Jessica	Michigan State University
2020	11280788	Jessica Schoenherr	Jessica	University of South Carolina
2021	13074607	Jessica Schoenherr	Jessica	University of South Carolina
2018	8970391	Jessica Soedirgo	Jessica	University of Toronto
2019	10036839	Jessica Soedirgo	Jessica	University of Toronto
2020	11309298	Jessica Soedirgo	Jessica	University of Amsterdam
2021	13100770	Jessica Soedirgo	Jessica	University of Amsterdam
2017	7905231	Jessica Stanton	Jessica	University of Minnesota
2018	8957504	Jessica Stanton	Jessica	University of Minnesota, Twin Cities
2019	10115276	Jessica Stanton	Jessica	Temple University
2020	11310749	Jessica Stanton	Jessica	Temple University
2021	13099011	Jessica Stanton	Jessica	Temple University
2016	6865982	Jessica Steinberg	Jessica	Indiana University
2019	10113800	Jessica Steinberg	Jessica	Indiana University- International Studies
2021	13095702	Jessica Steinberg	Jessica	Indiana University- International Studies
2018	8947539	Jessica Sun	Jessica	University of Michigan, Ann Arbor
2019	10018144	Jessica Sun	Jessica	University of Michigan, Ann Arbor
2020	11194046	Jessica Sun	Jessica	Emory University
2021	13103876	Jessica Sun	Jessica	Emory University
2017	7927601	Jessica T. Feezell	Jessica	University of New Mexico
2018	9007564	Jessica T. Feezell	Jessica	University of New Mexico
2020	11264127	Jessica T. Feezell	Jessica	University of New Mexico
2021	13107011	Jessica T. Feezell	Jessica	University of New Mexico
2021	13108031	Jessica Taghvaiee	Jessica	University of California, Irvine
2019	10234359	Jessica Zarkin	Jessica	Cornell
2021	13102121	Jessie Bullock	Jessie	Harvard University
2018	8994211	Jesus Cantu	Jesus	Tecnologico de Monterrey
2020	12277703	Jesus Manuel Benitez	Jesus	
2018	8956256	Jesus Tovar	Jesus	Asociación Mexicana de Ciencias Políticas (AMECIP)
2019	10025345	Jesus Tovar	Jesus	Universidad Autonoma del Estado de Mexico
2021	13010603	Jesus Tovar	Jesus	Universidad Autonoma del Estado de Mexico
2021	13028370	Jeyhun Alizade	Jeyhun	Princeton University
2018	9043333	Ji Hye Shin	Ji Hye	Korea University, Department of Political Science & International Relations
2019	11079760	Ji Hyung Park	Ji Hyung	
2020	11251587	Ji Hyung Park	Ji Hyung	
2020	11303928	Ji Ma	Ji	UT Austin
2021	13092797	Ji Ma	Ji	UT Austin
2020	12277097	Ji Min Lee	Ji Min	University of Chicago
2021	13105462	Ji Min Lee	Ji Min	University of Chicago
2019	10233135	Ji Su Yoo	Ji Su	Harvard University
2015	5652594	Ji Yeon (Jean) Hong	Ji Yeon (Jean)	Hong Kong University of Science and Technology
2018	8996562	Ji Yeon (Jean) Hong	Ji Yeon (Jean)	Hong Kong University of Science and Technology
2019	10116130	Ji Yeon (Jean) Hong	Ji Yeon (Jean)	Hong Kong University of Science and Technology
2020	11309502	Ji Yeon (Jean) Hong	Ji Yeon (Jean)	Hong Kong University of Science and Technology
2021	13097913	Ji Yeon (Jean) Hong	Ji Yeon (Jean)	Hong Kong University of Science and Technology
2019	10095161	Ji Yeon Park	Ji Yeon	Georgetown University
2020	11282614	Ji Yeon Park	Ji Yeon	Georgetown University
2018	9009142	Jia Chen	Jia	Shanghai University of Finance & Economics
2019	10011658	Jia Chen	Jia	Shanghai University of Finance & Economics
2019	10068482	Jia Li	Jia	Penn State University
2021	13097887	Jia Li	Jia	Penn State University
2019	10161541	Jiacheng Ren	Jiacheng	University at Albany, State University of New York
2018	9306881	Jiahua Yue	Jiahua	
2021	13098276	Jiahua Yue	Jiahua	
2018	8964683	Jiakun Zhang	Jiakun	UC San Diego
2019	10118460	Jiakun Zhang	Jiakun	University of Kansas
2020	11308763	Jiakun Zhang	Jiakun	University of Kansas
2021	13097276	Jiakun Zhang	Jiakun	University of Kansas
2019	10112036	Jian Xu	Jian	emory university
2020	11281625	Jian Xu	Jian	Emory University
2021	13106600	Jian Xu	Jian	Emory University
2019	10044841	Jiangnan Zhu	Jiangnan	The University of Hong Kong
2020	11214917	Jiangnan Zhu	Jiangnan	The University of Hong Kong
2021	13108087	Jiangnan Zhu	Jiangnan	The University of Hong Kong
2019	10108128	Jianing Li	Jianing	University of Wisconsin-Madison
2021	13072342	Jianing Li	Jianing	University of Wisconsin-Madison
2019	10099930	Jianzi He	Jianzi	The Ohio State University
2020	11267008	Jianzi He	Jianzi	Institute for Global Public Policy, Fudan University
2021	13105092	Jianzi He	Jianzi	Institute for Global Public Policy, Fudan University
2018	9303978	Jiaqian Ni	Jiaqian	The University of Oxford
2020	11194225	Jiayi Zhang	Jiayi	Syracuse University
2018	8960414	Jiayun Elvin Ong	Jiayun Elvin	University of British Columbia
2019	10108909	Jiayun Elvin Ong	Jiayun Elvin	University of British Columbia
2021	13089611	Jiayun Elvin Ong	Jiayun Elvin	National University of Singapore
2019	10095437	Jie Chen	Jie	James Madison University
2021	13061954	Jie Chen	Jie	James Madison University
2020	12277742	Jie Li	Jie	University of Vienna
2016	6914120	Jie Lu	Jie	American University
2018	9045972	Jie Lu	Jie	American University
2020	11300305	Jie Lu	Jie	Renmin University of China
2019	10234062	Jie Min	Jie	
2021	13105005	Jie(婕) MA(马)	Jie(婕)	Peking University, Beijing, China
2018	9312489	Jielu Yao	Jielu	University of Iowa
2019	10114783	Jielu Yao	Jielu	University of Iowa
2020	11283940	Jielu Yao	Jielu	Wesleyan Univerity
2021	13077430	Jielu Yao	Jielu	Wesleyan Univerity
2021	13074103	Jieun Kim	Jieun	University of California, Berkeley
2019	10110569	Jieun Lee	Jieun	University of Michigan
2020	11280317	Jieun Lee	Jieun	University at Buffalo, SUNY
2021	13074156	Jieun Lee	Jieun	University at Buffalo, SUNY
2021	13106551	Jieun Park	Jieun	University of California Los Angeles
2019	10232434	Jihye Jung	Jihye	Arizona State University
2021	13398524	Jihyeon Bae	Jihyeon	University of Washington
2020	12274858	Jihyun Jeong	Jihyun	Duke University
2021	13104769	Jihyun Jeong	Jihyun	Duke University
2020	12267805	Jihyun Ryu	Jihyun	Seoul National University
2018	9009254	Jikuo Lu	Jikuo	
2016	6875958	Jilda M. Aliotta	Jilda	
2019	10109679	Jill A. Edy	Jill	University of Oklahoma
2015	5650438	Jill A. Irvine	Jill	University of Oklahoma
2018	9009244	Jill A. Irvine	Jill	University of Oklahoma
2019	10068591	Jill A. Irvine	Jill	University of Oklahoma
2015	5646592	Jill E. Stauffer	Jill	Haverford College
2015	5651905	Jill Frank	Jill	Cornell University
2016	6879152	Jill Frank	Jill	Cornell University
2018	9016996	Jill Frank	Jill	Cornell University
2017	7885684	Jill L. Locke	Jill	Gustavus Adolphus College
2019	10099200	Jill L. Locke	Jill	Gustavus Adolphus College
2018	9009232	Jill Mccalla Vickers	Jill	Carleton University
2019	10108457	Jill Nicholson-Crotty	Jill	Indiana University
2021	13072585	Jill Nicholson-Crotty	Jill	Indiana University
2016	6862398	Jill S. Greenlee	Jill	Brandeis University
2018	9034841	Jill S. Greenlee	Jill	Brandeis University
2019	10118416	Jill S. Greenlee	Jill	Brandeis University
2018	9009231	Jill Sheppard	Jill	The Australian National University
2018	9009234	Jill Simone Gross	Jill	Hunter College of the City University of New York
2019	10113921	Jill Simone Gross	Jill	CUNY-Hunter College
2020	11310997	Jill Simone Gross	Jill	CUNY-Hunter College
2021	13385540	Jill Yordy	Jill	University of Colorado Denver
2015	5650271	Jillian M. Schwedler	Jillian	Hunter College
2016	6859443	Jillian M. Schwedler	Jillian	Hunter College
2018	9042788	Jillian M. Schwedler	Jillian	Hunter College
2019	10109632	Jillian M. Schwedler	Jillian	Hunter College
2020	11279542	Jillian M. Schwedler	Jillian	Hunter College
2018	8973825	Jillian N Jaeger	Jillian	St. Lawrence University
2015	5638910	Jillienne Haglund	Jillienne	University of Kentucky
2020	11241523	Jillienne Haglund	Jillienne	University of Kentucky
2020	12250754	Jilong Yang	Jilong	Vrije Universiteit Amsterdam
